contractor_id,district_id,company_size,years_active,number_of_workers,complaint_count,resolved_cases,average_delay_days,average_wage_gap,risk_index,NGO_reports,inspection_history,blacklisted
C03024,D048,3,4.1,3,4,2,9.4,31.82,9.31,0,1,False
C03025,D021,34,25.2,34,9,8,4.5,70.24,30.41,0,2,False
C03026,D058,5,3.0,5,5,3,11.4,10.35,15.0,1,1,False
C03027,D093,12,6.3,12,4,3,20.6,89.95,23.98,0,0,False
C03028,D035,11,7.9,11,3,2,8.8,15.32,18.93,1,0,False
C03029,D049,15,3.4,15,10,6,11.1,66.34,39.14,0,4,False
C03030,D044,1,9.7,1,4,3,13.2,71.69,48.02,0,1,False
C03031,D003,8,3.9,8,1,0,7.4,7.44,7.19,0,2,False
C03032,D027,37,2.7,37,3,2,2.0,57.98,11.65,0,1,False
C03033,D028,43,0.6,43,1,0,1.7,42.22,8.85,0,1,False
C03034,D088,4,2.5,4,1,0,3.8,11.97,4.76,0,2,False
C03035,D065,30,6.6,30,2,0,8.6,21.33,11.74,0,1,False
C03036,D030,5,12.7,5,1,0,0.6,0.0,5.77,1,3,False
C03037,D064,8,1.4,8,3,1,12.3,28.81,27.72,1,1,False
C03038,D089,8,2.2,8,0,0,0.4,0.0,1.89,0,2,False
C03039,D056,13,0.8,13,2,1,3.7,6.14,10.0,1,1,False
C03040,D044,33,5.9,33,5,3,5.1,37.84,21.73,0,1,False
C03041,D017,15,16.1,15,2,0,3.4,30.66,23.81,1,5,False
C03042,D072,10,5.1,10,4,2,1.3,37.08,20.83,0,4,False
C03043,D080,32,4.8,32,3,2,1.5,21.09,12.85,0,1,False
C03044,D047,5,4.0,5,1,0,0.4,37.53,16.06,0,2,False
C03045,D041,11,0.5,11,1,0,1.4,27.88,14.52,1,1,False
C03046,D055,32,6.5,32,13,8,5.6,81.87,30.87,0,2,False
C03047,D073,20,4.6,20,4,2,2.5,16.78,11.9,1,0,False
C03048,D094,7,5.4,7,3,2,11.0,53.91,19.81,0,2,False
C03049,D047,2,11.5,2,9,6,0.4,7.06,20.87,0,1,False
C03050,D036,16,7.7,16,2,1,0.1,0.0,8.05,1,0,False
C03051,D091,2,7.6,2,1,0,1.8,0.0,17.37,0,2,False
C03052,D066,9,13.1,9,4,3,0.5,81.99,29.48,0,2,False
C03053,D080,39,23.0,39,1,0,0.1,21.57,13.5,0,2,False
C03054,D019,22,4.4,22,1,0,3.0,0.0,15.2,2,0,False
C03055,D100,1,0.6,1,1,0,0.8,0.0,3.1,0,2,False
C03056,D050,14,3.1,14,3,1,0.8,21.49,9.01,0,1,False
C03057,D002,8,7.7,8,10,9,28.6,39.69,32.86,0,2,False
C03058,D081,3,0.1,3,1,0,3.3,0.32,9.17,0,2,False
C03059,D081,17,0.3,17,4,2,0.5,4.92,20.49,1,3,False
C03060,D014,7,0.3,7,3,2,11.9,43.61,12.74,0,0,False
C03061,D086,7,6.6,7,0,0,1.9,38.68,6.57,0,4,False
C03062,D054,13,3.5,13,0,0,0.1,26.66,2.85,0,0,False
C03063,D041,6,2.3,6,3,2,0.6,61.96,21.98,2,2,False
C03064,D051,13,0.6,13,5,2,0.5,27.5,14.25,0,1,False
C03065,D083,6,6.6,6,1,0,2.6,12.2,12.18,0,1,False
C03066,D018,7,1.9,7,2,0,2.5,0.0,12.77,0,3,False
C03067,D053,32,1.5,32,0,0,0.5,0.0,0.85,0,0,False
C03068,D093,36,5.3,36,4,2,0.9,26.95,18.78,1,2,False
C03069,D075,2,4.1,2,1,0,0.8,24.38,9.22,0,1,False
C03070,D092,25,2.3,25,8,5,18.7,56.37,41.4,0,0,False
C03071,D067,49,5.1,49,1,0,4.1,29.58,20.58,1,2,False
C03072,D088,57,1.6,57,0,0,3.1,0.0,10.42,0,0,False
C03073,D046,20,7.9,20,0,0,1.6,44.55,9.71,0,0,False
C03074,D027,4,1.3,4,5,2,4.9,45.63,30.38,1,2,False
C03075,D008,22,0.9,22,15,4,58.0,67.84,50.57,1,0,False
C03076,D087,5,7.6,5,2,1,26.3,20.34,31.69,0,4,False
C03077,D085,8,6.2,8,6,4,5.3,54.88,16.11,2,3,False
C03078,D056,17,1.0,17,2,0,1.4,0.0,14.81,0,2,False
C03079,D078,5,0.6,5,3,2,9.4,35.48,20.02,0,1,False
C03080,D059,3,9.1,3,0,0,2.5,3.35,10.36,0,2,False
C03081,D039,19,7.5,19,5,3,7.4,36.25,24.74,0,0,False
C03082,D042,78,2.0,78,1,0,1.2,4.63,4.21,0,2,False
C03083,D020,42,5.4,42,14,13,0.5,74.31,42.89,1,3,False
C03084,D061,24,0.7,24,3,1,0.8,22.27,14.53,0,3,False
C03085,D079,32,3.5,32,2,1,4.2,48.97,27.95,0,0,False
C03086,D006,23,0.1,23,2,1,0.2,6.33,8.98,1,0,False
C03087,D008,19,2.5,19,10,3,12.3,45.89,34.26,0,0,False
C03088,D061,29,0.4,29,1,0,0.7,31.99,9.72,1,1,False
C03089,D079,3,3.2,3,1,0,4.1,13.23,5.04,0,0,False
C03090,D076,14,2.7,14,3,2,16.8,57.2,25.78,0,1,False
C03091,D097,11,2.9,11,9,7,16.2,70.71,57.56,1,1,False
C03092,D010,13,0.2,13,0,0,1.6,28.72,20.61,1,3,False
C03093,D062,7,2.2,7,1,0,1.1,0.0,3.72,0,3,False
C03094,D100,20,7.1,20,5,3,0.8,20.98,15.42,1,1,False
C03095,D053,5,2.3,5,7,6,4.9,20.94,26.41,0,2,False
C03096,D001,7,6.3,7,1,0,1.2,2.27,11.04,0,1,False
C03097,D001,6,2.3,6,8,6,4.4,71.19,37.09,0,1,False
C03098,D043,28,2.8,28,14,10,5.3,59.22,52.41,1,3,False
C03099,D025,12,4.1,12,7,4,1.7,30.38,17.45,0,1,False
C03100,D042,7,15.0,7,2,1,3.2,48.12,15.45,1,2,False
C03101,D047,8,0.6,8,3,2,2.2,7.94,17.35,1,1,False
C03102,D051,12,0.2,12,6,4,1.8,49.09,21.09,2,3,False
C03103,D080,61,4.7,61,5,3,1.0,4.39,13.44,0,2,False
C03104,D043,3,14.9,3,4,2,8.5,22.81,18.53,0,1,False
C03105,D028,23,22.9,23,0,0,0.0,21.16,0.72,0,2,False
C03106,D079,19,3.3,19,1,0,1.7,0.0,11.76,0,1,False
C03107,D016,5,3.2,5,7,5,9.7,86.35,22.62,0,0,False
C03108,D080,52,5.2,52,4,3,0.7,14.08,10.58,0,4,False
C03109,D060,20,4.1,20,6,3,2.3,71.77,18.43,1,2,False
C03110,D038,7,5.0,7,3,2,0.1,66.67,21.86,1,1,False
C03111,D009,1,10.4,1,2,1,3.0,17.12,6.95,0,0,False
C03112,D021,15,6.9,15,3,2,5.3,0.0,11.56,1,1,False
C03113,D076,11,3.4,11,4,3,10.3,77.89,42.55,3,1,False
C03114,D030,4,3.1,4,2,1,2.9,0.0,9.27,0,2,False
C03115,D074,4,5.1,4,3,1,0.7,14.14,9.24,0,2,False
C03116,D085,29,3.0,29,7,4,11.0,49.35,33.15,0,1,False
C03117,D030,1,3.1,1,5,3,14.7,37.99,26.62,0,3,False
C03118,D100,16,0.1,16,7,6,1.9,43.09,30.54,1,0,False
C03119,D044,10,1.0,10,0,0,14.6,40.53,34.65,0,1,False
C03120,D079,20,3.4,20,10,8,9.2,28.24,28.65,0,3,False
C03121,D042,9,8.6,9,9,6,6.7,49.54,40.17,1,4,False
C03122,D028,16,1.6,16,6,1,0.0,64.43,28.7,3,2,False
C03123,D046,5,3.7,5,4,1,16.1,19.34,30.84,0,2,False
C03124,D061,11,2.1,11,5,4,3.6,29.01,28.26,1,1,False
C03125,D035,19,0.6,19,0,0,0.0,43.62,2.46,0,2,False
C03126,D081,14,15.9,14,6,4,6.4,19.21,15.52,0,0,False
C03127,D030,17,9.6,17,3,1,10.9,35.85,14.77,0,5,False
C03128,D083,4,0.4,4,0,0,0.8,0.0,5.83,0,2,False
C03129,D025,6,6.4,6,1,0,7.0,16.05,27.62,1,1,False
C03130,D048,6,2.1,6,1,0,2.8,33.98,17.07,0,1,False
C03131,D056,9,26.3,9,3,2,1.9,18.36,17.17,0,1,False
C03132,D001,47,1.8,47,5,2,11.0,51.11,19.66,0,3,False
C03133,D009,8,1.4,8,4,2,0.5,19.18,20.56,0,2,False
C03134,D042,3,4.2,3,2,1,1.1,22.59,15.09,2,4,False
C03135,D062,20,9.0,20,3,2,0.6,44.57,10.06,0,2,False
C03136,D075,46,1.1,46,1,0,4.9,25.66,6.8,0,3,False
C03137,D058,3,6.2,3,4,3,12.6,38.52,26.3,3,0,False
C03138,D011,87,0.3,87,1,0,5.9,27.18,14.08,0,1,False
C03139,D020,18,12.6,18,1,0,7.5,26.67,6.44,0,0,False
C03140,D072,34,0.4,34,0,0,0.1,0.0,1.39,0,2,False
C03141,D052,52,12.3,52,1,0,2.5,0.0,13.78,0,0,False
C03142,D032,32,3.4,32,5,3,15.5,22.86,37.47,2,5,False
C03143,D095,10,3.0,10,2,1,5.1,22.28,14.56,0,1,False
C03144,D084,41,18.1,41,8,6,1.4,32.54,24.84,1,1,False
C03145,D069,15,23.2,15,1,0,1.7,26.19,4.17,0,4,False
C03146,D027,36,5.3,36,1,0,2.3,46.28,12.91,1,1,False
C03147,D012,40,0.7,40,3,1,8.8,36.8,16.42,0,0,False
C03148,D031,4,3.5,4,1,0,0.6,30.72,11.56,2,0,False
C03149,D058,26,3.8,26,0,0,5.8,58.54,18.01,0,1,False
C03150,D037,10,3.6,10,5,4,0.6,5.71,29.13,1,3,False
C03151,D029,13,4.2,13,7,6,0.8,0.0,16.38,0,0,False
C03152,D058,13,0.1,13,0,0,1.5,0.0,6.87,0,2,False
C03153,D081,13,6.2,13,0,0,0.5,0.0,7.6,0,3,False
C03154,D040,55,6.2,55,2,0,2.0,10.59,8.93,2,2,False
C03155,D023,3,0.6,3,5,3,12.6,56.07,34.03,1,1,False
C03156,D097,2,4.2,2,3,1,6.6,36.7,20.99,0,2,False
C03157,D039,1,4.2,1,2,1,6.4,30.63,13.73,0,3,False
C03158,D039,35,5.7,35,1,0,0.9,20.51,9.75,1,0,False
C03159,D055,5,0.4,5,6,4,16.4,24.97,18.34,1,0,False
C03160,D004,13,4.9,13,3,1,2.3,10.01,13.78,1,3,False
C03161,D097,10,1.6,10,4,2,0.4,0.0,14.49,2,0,False
C03162,D007,5,3.5,5,4,3,9.8,35.38,24.73,2,1,False
C03163,D009,28,7.4,28,5,4,9.1,53.94,28.54,1,2,False
C03164,D009,10,6.1,10,5,3,3.0,55.14,21.84,0,2,False
C03165,D005,9,0.6,9,7,6,5.5,24.19,27.03,0,2,False
C03166,D013,15,4.5,15,1,0,1.8,51.34,3.69,0,1,False
C03167,D024,25,17.4,25,3,1,9.1,51.53,22.6,2,1,False
C03168,D097,4,0.9,4,9,7,1.3,64.62,33.96,0,2,False
C03169,D008,29,9.6,29,3,2,0.8,25.11,13.81,0,1,False
C03170,D082,51,6.1,51,0,0,0.4,0.0,2.42,0,1,False
C03171,D028,2,7.4,2,1,0,3.1,29.26,14.37,0,1,False
C03172,D013,16,1.7,16,2,1,22.4,33.46,25.6,0,0,False
C03173,D075,8,1.7,8,6,3,1.1,75.45,33.37,1,3,False
C03174,D083,24,11.8,24,0,0,1.1,14.1,9.94,0,1,False
C03175,D096,3,2.2,3,4,2,2.2,41.86,11.95,0,2,False
C03176,D094,62,0.3,62,12,10,50.5,28.42,28.05,2,1,False
C03177,D100,2,4.6,2,6,5,4.8,10.43,11.52,0,4,False
C03178,D084,9,0.7,9,8,7,14.9,28.92,24.07,1,2,False
C03179,D005,18,8.0,18,0,0,1.5,26.85,11.31,0,0,False
C03180,D067,6,5.1,6,1,0,2.1,31.89,8.73,0,1,False
C03181,D046,5,10.4,5,1,0,7.2,12.55,10.04,0,1,False
C03182,D029,15,7.7,15,0,0,1.6,26.37,6.01,0,1,False
C03183,D034,13,0.6,13,3,2,12.6,46.32,27.3,0,6,False
C03184,D061,12,2.4,12,1,0,0.6,0.0,2.04,0,1,False
C03185,D046,28,7.4,28,1,0,3.8,33.65,10.47,0,2,False
C03186,D018,8,2.7,8,2,1,0.9,4.49,20.89,1,0,False
C03187,D050,16,17.9,16,2,0,7.8,0.0,25.81,0,0,False
C03188,D070,7,6.7,7,5,2,5.3,34.49,30.72,1,2,False
C03189,D090,5,0.1,5,2,1,0.7,0.0,8.45,0,1,False
C03190,D083,9,10.6,9,9,5,1.3,64.04,37.48,0,0,False
C03191,D039,7,0.5,7,7,3,1.9,52.84,27.86,0,2,False
C03192,D091,7,0.8,7,5,2,11.9,56.12,28.07,0,1,False
C03193,D034,39,6.6,39,8,7,15.5,74.4,51.71,0,0,False
C03194,D034,9,10.0,9,6,3,2.8,15.61,18.81,0,1,False
C03195,D086,6,3.8,6,3,2,6.3,20.45,21.78,0,0,False
C03196,D096,12,1.7,12,6,3,11.8,34.38,24.11,2,1,False
C03197,D039,13,2.2,13,4,3,6.7,21.84,11.2,0,1,False
C03198,D083,3,2.1,3,12,7,6.8,103.03,54.82,2,3,False
C03199,D027,9,2.0,9,3,2,2.4,0.0,15.96,0,2,False
C03200,D088,8,1.4,8,10,6,3.5,51.53,23.85,0,1,False
C03201,D047,10,4.7,10,5,3,1.7,21.52,10.86,0,3,False
C03202,D094,25,11.5,25,1,0,0.2,45.71,2.76,0,3,False
C03203,D003,13,1.8,13,3,2,30.3,39.45,23.34,0,1,False
C03204,D071,41,1.0,41,7,6,1.0,63.85,22.01,2,0,False
C03205,D043,12,9.1,12,2,0,0.2,8.71,5.13,1,0,False
C03206,D058,71,6.8,71,1,0,5.5,26.59,13.32,0,3,False
C03207,D016,7,13.4,7,2,1,0.3,11.94,5.02,0,1,False
C03208,D043,5,0.9,5,4,2,0.8,19.88,12.7,0,1,False
C03209,D083,21,0.8,21,2,1,2.6,29.63,16.77,0,0,False
C03210,D027,47,3.9,47,3,2,5.0,29.39,6.01,0,0,False
C03211,D018,3,4.8,3,2,1,0.4,34.6,6.6,0,0,False
C03212,D046,10,3.3,10,12,11,15.8,44.49,24.29,1,0,False
C03213,D028,6,4.6,6,2,1,10.4,39.54,14.9,0,1,False
C03214,D020,14,1.0,14,13,11,0.2,52.8,41.54,2,2,False
C03215,D014,12,3.3,12,7,6,2.3,65.25,28.73,1,1,False
C03216,D002,46,5.4,46,2,1,2.2,20.11,12.67,1,1,False
C03217,D056,10,2.8,10,9,6,4.5,104.38,55.06,5,2,False
C03218,D031,48,5.7,48,8,5,1.6,78.29,40.33,3,2,False
C03219,D019,8,3.0,8,3,2,3.7,12.24,19.97,0,0,False
C03220,D085,30,2.0,30,0,0,0.8,8.13,7.86,0,1,False
C03221,D041,15,1.8,15,5,3,0.7,42.37,25.2,1,3,False
C03222,D013,68,2.6,68,8,4,4.7,13.07,29.05,1,1,False
C03223,D061,2,0.1,2,1,0,7.8,0.0,13.47,1,3,False
C03224,D091,3,5.5,3,4,3,5.2,39.37,21.67,0,1,False
C03225,D055,76,9.3,76,3,2,2.8,7.39,14.15,0,2,False
C03226,D069,5,2.2,5,4,1,10.6,34.36,33.56,1,1,False
C03227,D076,6,0.2,6,3,1,2.3,65.76,29.51,0,0,False
C03228,D067,5,21.6,5,5,4,1.3,61.92,14.75,0,1,False
C03229,D014,38,1.5,38,10,6,3.5,51.2,31.81,1,1,False
C03230,D028,3,0.7,3,3,1,3.2,41.12,13.58,0,1,False
C03231,D049,12,2.3,12,4,2,1.5,44.12,11.79,0,1,False
C03232,D020,9,6.7,9,5,3,6.5,0.0,17.62,0,3,False
C03233,D003,34,1.7,34,9,6,4.0,71.16,42.44,1,0,False
C03234,D040,6,4.3,6,1,0,2.2,38.06,7.35,0,0,False
C03235,D050,18,2.7,18,1,0,0.1,50.47,19.21,0,1,False
C03236,D059,3,0.6,3,8,7,4.6,28.71,13.77,0,1,False
C03237,D006,118,2.0,118,5,3,9.5,36.52,30.71,0,1,False
C03238,D055,9,6.5,9,0,0,0.9,24.71,1.75,1,0,False
C03239,D026,12,4.7,12,3,1,3.2,15.19,8.77,0,0,False
C03240,D025,63,0.6,63,2,1,0.2,30.98,18.67,1,2,False
C03241,D083,6,0.9,6,0,0,1.3,0.0,2.2,0,0,False
C03242,D067,64,5.1,64,15,7,3.2,95.26,52.61,2,2,False
C03243,D055,8,8.4,8,7,5,8.5,40.17,36.48,1,2,False
C03244,D059,23,2.1,23,3,2,1.2,18.0,11.96,0,1,False
C03245,D089,6,4.5,6,3,2,0.0,11.48,8.96,1,2,False
C03246,D032,3,0.9,3,0,0,0.2,22.23,3.83,0,3,False
C03247,D093,18,1.9,18,3,1,0.8,4.47,17.88,1,0,False
C03248,D025,23,0.1,23,5,4,6.2,30.7,25.75,0,3,False
C03249,D076,3,7.3,3,0,0,5.9,10.16,10.32,0,4,False
C03250,D032,8,2.6,8,1,0,3.6,0.0,3.44,0,3,False
C03251,D040,40,8.5,40,6,3,12.3,54.98,18.25,0,0,False
C03252,D032,22,6.2,22,0,0,1.9,17.08,10.74,0,0,False
C03253,D035,8,8.8,8,3,2,16.4,0.0,15.35,2,0,False
C03254,D006,6,1.7,6,2,1,0.3,0.0,15.44,0,2,False
C03255,D022,85,1.0,85,1,0,8.7,33.24,16.58,0,4,False
C03256,D082,2,17.9,2,6,4,3.8,49.03,35.46,4,1,False
C03257,D063,11,6.3,11,6,4,28.7,68.33,38.38,1,1,False
C03258,D081,2,9.0,2,8,5,16.0,72.09,42.86,2,1,False
C03259,D032,45,0.1,45,2,1,6.8,11.53,16.78,1,0,False
C03260,D071,12,2.2,12,1,0,0.5,0.0,3.84,0,2,False
C03261,D066,14,6.8,14,5,4,0.5,54.18,21.25,0,2,False
C03262,D006,194,0.4,194,7,4,3.5,48.85,32.17,0,1,False
C03263,D012,6,4.2,6,2,1,5.5,2.06,23.08,0,0,False
C03264,D056,70,2.8,70,6,2,16.0,69.13,21.7,0,1,False
C03265,D041,8,0.1,8,7,6,20.4,53.54,34.29,3,2,False
C03266,D015,9,1.3,9,8,7,5.7,20.09,32.61,2,1,False
C03267,D014,170,1.7,170,9,7,0.6,29.26,31.94,0,0,False
C03268,D099,10,0.6,10,10,5,8.4,38.16,18.56,0,1,False
C03269,D072,3,5.0,3,9,6,27.7,22.47,33.18,1,2,False
C03270,D014,16,1.4,16,2,1,3.1,0.0,9.46,1,2,False
C03271,D016,10,1.6,10,7,3,0.8,33.89,30.33,4,3,False
C03272,D056,17,11.4,17,3,2,0.1,28.44,19.08,3,1,False
C03273,D045,10,3.1,10,4,3,13.2,32.13,15.18,0,1,False
C03274,D013,111,2.5,111,2,1,9.2,19.31,12.9,0,1,False
C03275,D007,21,6.4,21,0,0,0.1,0.0,4.84,0,4,False
C03276,D094,4,12.0,4,1,0,2.0,36.98,10.59,0,3,False
C03277,D088,13,0.1,13,7,5,1.2,43.69,27.15,2,0,False
C03278,D089,5,3.0,5,9,6,5.7,20.74,32.59,1,1,False
C03279,D076,9,4.7,9,1,0,1.0,34.88,9.4,0,0,False
C03280,D040,4,1.9,4,1,0,2.6,11.64,5.99,0,0,False
C03281,D010,100,7.4,100,4,2,24.5,52.27,24.19,1,1,False
C03282,D085,6,17.8,6,5,3,0.8,24.94,19.83,0,1,False
C03283,D041,24,14.4,24,0,0,1.0,0.0,5.51,1,2,False
C03284,D028,8,1.5,8,1,0,6.6,2.84,12.54,0,4,False
C03285,D008,3,1.3,3,7,6,21.9,62.37,39.35,3,2,False
C03286,D049,14,15.8,14,2,1,1.4,6.79,10.88,1,2,False
C03287,D070,18,3.1,18,7,4,6.6,29.03,27.72,2,2,False
C03288,D057,21,1.2,21,1,0,4.4,0.0,11.7,1,0,False
C03289,D090,1,6.1,1,7,3,29.8,14.67,26.59,0,3,False
C03290,D067,3,1.7,3,13,7,16.1,41.51,37.35,1,3,False
C03291,D043,31,1.6,31,4,3,9.0,44.76,22.56,0,3,False
C03292,D051,4,10.6,4,1,0,3.0,15.47,4.57,0,0,False
C03293,D042,14,0.9,14,6,4,18.5,52.14,29.77,1,1,False
C03294,D069,3,0.3,3,5,4,1.7,43.15,18.26,0,5,False
C03295,D002,25,1.6,25,8,7,22.7,73.34,41.92,2,2,False
C03296,D013,30,4.7,30,2,1,0.4,0.0,6.33,0,1,False
C03297,D033,25,0.7,25,3,1,0.8,15.99,13.88,0,1,False
C03298,D006,34,3.2,34,15,11,1.7,85.1,56.48,1,0,False
C03299,D093,58,4.9,58,5,3,3.0,30.92,9.98,2,1,False
C03300,D017,3,9.4,3,0,0,0.7,0.0,5.67,0,1,False
C03301,D027,5,1.3,5,4,3,1.6,24.86,23.82,1,1,False
C03302,D086,29,8.5,29,4,1,2.6,44.72,23.94,1,1,False
C03303,D026,37,1.3,37,2,1,3.3,13.92,11.42,1,2,False
C03304,D045,6,5.6,6,10,4,31.3,78.72,30.27,2,1,False
C03305,D050,5,2.8,5,2,1,0.8,9.56,19.54,1,0,False
C03306,D074,6,0.6,6,3,2,2.1,53.99,23.53,3,2,False
C03307,D030,2,6.3,2,6,4,9.5,37.84,26.71,1,0,False
C03308,D058,3,1.2,3,8,4,1.7,30.44,26.15,0,0,False
C03309,D016,3,1.0,3,10,6,24.1,65.48,33.13,0,2,False
C03310,D061,9,2.2,9,4,3,7.3,89.17,29.02,0,2,False
C03311,D005,15,5.3,15,0,0,1.2,0.0,4.31,1,4,False
C03312,D064,18,1.3,18,4,2,12.9,8.74,13.97,2,2,False
C03313,D070,7,1.0,7,5,3,9.1,6.31,23.95,0,0,False
C03314,D082,7,0.1,7,5,3,2.1,22.55,13.07,0,2,False
C03315,D070,13,3.2,13,3,1,5.2,14.61,15.9,1,3,False
C03316,D065,2,2.8,2,5,2,1.0,55.38,28.36,0,0,False
C03317,D033,31,1.3,31,2,1,4.8,0.0,15.29,1,1,False
C03318,D055,44,0.3,44,1,0,6.3,2.14,17.09,0,4,False
C03319,D062,6,2.8,6,4,3,1.0,15.93,17.46,1,1,False
C03320,D094,8,7.8,8,6,4,10.2,17.09,25.64,0,1,False
C03321,D042,42,6.3,42,12,10,1.4,34.29,52.23,3,4,False
C03322,D068,10,9.9,10,4,2,1.2,21.91,17.51,0,3,False
C03323,D031,21,0.0,21,3,1,3.0,32.37,15.63,0,0,False
C03324,D091,11,17.0,11,2,1,3.5,9.86,9.37,1,2,False
C03325,D066,57,2.1,57,2,0,7.0,68.8,24.74,0,0,False
C03326,D098,19,23.2,19,2,1,0.6,14.25,10.5,0,1,False
C03327,D083,21,1.5,21,4,3,0.2,30.91,13.68,0,3,False
C03328,D089,21,3.2,21,4,3,4.9,46.22,29.86,1,2,False
C03329,D041,6,2.2,6,2,1,5.0,29.67,15.27,0,2,False
C03330,D098,7,2.2,7,13,11,7.1,92.3,56.42,6,1,False
C03331,D020,26,9.2,26,8,6,4.8,77.5,38.97,3,0,False
C03332,D049,13,6.9,13,5,3,3.4,8.31,11.94,0,1,False
C03333,D082,3,24.2,3,9,7,7.1,48.45,34.4,1,3,False
C03334,D082,79,4.8,79,7,4,9.7,19.86,14.37,0,1,False
C03335,D074,32,3.1,32,0,0,1.2,7.98,7.17,2,0,False
C03336,D088,12,0.5,12,3,2,1.0,8.92,16.93,0,1,False
C03337,D087,9,28.4,9,9,7,1.7,0.0,29.99,0,0,False
C03338,D084,14,4.0,14,5,1,0.0,0.0,12.11,0,1,False
C03339,D095,20,6.0,20,4,2,1.2,36.8,15.43,0,1,False
C03340,D024,1,2.6,1,2,1,5.1,33.82,17.34,1,0,False
C03341,D080,100,4.0,100,5,4,2.0,41.03,25.24,4,2,False
C03342,D037,5,14.3,5,1,0,1.1,16.62,5.68,0,2,False
C03343,D017,12,0.9,12,7,4,0.5,58.43,35.15,2,0,False
C03344,D011,12,1.7,12,2,1,1.4,55.91,10.95,0,1,False
C03345,D018,89,0.8,89,8,5,11.3,58.13,38.55,1,0,False
C03346,D021,11,7.9,11,7,5,15.3,63.66,26.78,3,1,False
C03347,D053,59,0.3,59,9,7,2.4,73.31,38.46,2,1,False
C03348,D093,18,0.4,18,4,2,0.8,9.38,12.21,0,2,False
C03349,D006,4,1.8,4,2,1,2.8,1.25,13.14,0,2,False
C03350,D052,13,3.6,13,7,5,11.1,33.16,26.35,2,0,False
C03351,D084,10,2.6,10,5,2,5.7,45.36,31.65,0,2,False
C03352,D085,4,0.2,4,2,1,0.3,17.73,17.57,0,2,False
C03353,D021,17,15.8,17,8,6,9.9,55.77,38.55,1,1,False
C03354,D043,12,15.3,12,2,1,4.0,0.0,8.82,1,3,False
C03355,D070,21,1.6,21,5,1,0.9,17.13,16.16,0,0,False
C03356,D015,14,6.6,14,3,2,29.4,38.88,25.26,0,2,False
C03357,D030,6,4.3,6,3,1,1.5,18.16,13.9,1,0,False
C03358,D034,26,1.4,26,1,0,1.2,9.04,2.86,0,1,False
C03359,D068,6,1.5,6,1,0,0.2,8.66,11.94,2,2,False
C03360,D091,1,3.4,1,4,2,3.9,8.36,12.87,0,1,False
C03361,D095,13,2.7,13,4,3,5.0,27.64,16.86,0,1,False
C03362,D027,7,1.7,7,1,0,5.8,41.01,16.59,0,3,False
C03363,D075,17,8.2,17,2,1,2.5,22.86,15.96,0,2,False
C03364,D082,89,3.3,89,2,0,7.9,20.64,10.69,0,2,False
C03365,D004,92,5.3,92,7,5,4.3,40.49,23.67,1,1,False
C03366,D077,10,1.0,10,0,0,3.5,10.34,8.05,1,0,False
C03367,D064,5,3.8,5,5,3,8.0,50.44,24.84,3,2,False
C03368,D064,21,1.9,21,7,3,11.7,67.91,44.57,3,4,False
C03369,D072,8,3.7,8,2,1,10.1,78.06,34.59,0,0,False
C03370,D081,18,7.6,18,1,0,4.8,0.08,8.28,0,0,False
C03371,D018,6,7.3,6,3,2,14.5,30.15,17.9,1,2,False
C03372,D078,15,2.2,15,8,4,14.5,38.85,29.04,1,2,False
C03373,D036,5,5.9,5,6,3,5.3,19.66,18.11,0,1,False
C03374,D094,39,14.2,39,9,7,4.1,35.23,32.19,4,1,False
C03375,D051,6,4.9,6,3,0,2.7,39.21,16.97,1,1,False
C03376,D051,23,0.8,23,3,2,2.1,43.5,24.9,1,0,False
C03377,D039,3,5.7,3,2,1,1.6,54.26,14.93,0,1,False
C03378,D084,26,0.6,26,8,7,20.2,32.77,22.0,1,1,False
C03379,D051,4,10.3,4,4,3,2.1,38.77,15.51,2,3,False
C03380,D021,15,3.6,15,2,1,3.3,7.0,12.18,0,0,False
C03381,D066,33,2.4,33,1,0,0.2,48.9,34.21,1,1,False
C03382,D015,9,0.3,9,0,0,0.3,0.0,2.07,1,1,False
C03383,D058,4,2.4,4,1,0,1.6,9.53,2.87,0,0,False
C03384,D036,20,11.7,20,1,0,4.5,25.27,5.77,0,0,False
C03385,D072,5,0.1,5,7,4,9.5,87.5,38.81,1,0,False
C03386,D022,8,3.2,8,3,2,1.8,10.63,8.81,0,0,False
C03387,D079,15,13.4,15,11,9,0.6,93.41,60.66,2,0,False
C03388,D035,47,2.5,47,2,1,0.7,25.98,3.95,0,1,False
C03389,D019,12,2.8,12,0,0,0.6,34.37,3.36,0,2,False
C03390,D027,12,4.3,12,2,1,3.7,10.24,12.42,2,3,False
C03391,D087,25,3.1,25,2,0,4.9,47.7,17.79,0,0,False
C03392,D060,12,0.9,12,4,3,11.2,39.85,20.92,0,2,False
C03393,D003,23,0.1,23,0,0,0.0,24.01,11.82,0,1,False
C03394,D014,35,4.7,35,9,4,6.6,96.14,42.58,0,1,False
C03395,D049,8,12.7,8,5,3,3.0,11.73,31.73,1,1,False
C03396,D026,1,0.6,1,1,0,7.0,6.34,13.59,0,0,False
C03397,D077,5,1.2,5,7,5,28.6,39.41,31.89,1,3,False
C03398,D062,40,2.3,40,4,2,3.7,35.46,16.11,1,1,False
C03399,D092,11,8.3,11,2,1,4.6,0.0,10.62,1,1,False
